Soil Moisture,Temperature,Air Humidity,Pump
895.8901815962655,31.08927631144516,54.93675999461099,0
527.8816766101548,29.70082217069792,58.23972859318742,1
501.5777630381946,27.430794285273517,73.96355640788853,1
902.9047939457012,20.734154650781228,45.04583617479698,0
432.83529544584,38.86931080008231,68.16004741829431,1
512.5574964998435,33.04604201740048,77.08633354997272,0
643.5062681086276,36.348886156995775,57.31962056857934,1
716.0767796214029,36.11850006492066,69.93818429130432,0
963.1647326005647,23.306493450812027,48.71376062150081,0
927.4081904708992,19.336336285475337,61.28373869396915,0
844.1382866802974,21.714401326748327,73.4759290248752,0
827.6818471140648,35.64434944739563,53.48183345839618,0
852.9288923354835,39.981314265912026,63.42456924697756,0
494.9537338396305,30.622820602653952,68.31664957587647,1
821.9774984435882,33.073553855987285,47.14670282792962,0
489.60615517688825,37.65857831541314,42.68804319156425,1
717.8368452550865,26.863976992201795,64.44323943095755,0
538.7844029438999,33.26155562010634,57.19908405890013,1
730.1361032276285,35.668105000133615,52.80613628800609,0
679.6188718604957,36.72611308246963,46.86095759339359,1
428.4858397926091,33.72481296956575,48.08513299417638,1
872.4461128636788,24.277263346745322,80.14042668959193,0
837.0552211535008,29.18084728147283,43.76416335224183,0
569.2411309543018,37.90691268363139,38.88967435105727,1
375.1888687571741,29.5622601821888,61.80975494282163,1
373.8061372974294,30.174357013629265,60.99571436379773,1
341.34422210223863,19.497858512670685,51.339929923072695,1
397.7637971228778,29.299892011836306,59.50790807534777,1
368.9908906354302,33.55808467738623,72.21868746672855,1
608.982493872014,34.19819616410537,66.39932653204662,1
914.6300558878964,24.13656801698506,76.97653482693477,0
707.3464250681848,20.39805194498311,68.22019984307595,0
682.9277146255248,25.804119187249874,81.95161357425106,0
352.5830298429849,27.979803154693123,67.15492250242677,1
585.2409525934424,20.41060641070672,39.27423071975575,1
872.2280906449398,27.47282017921082,79.79410399149432,0
762.5083142317178,33.53547540175493,75.24094557951189,0
437.39442775814126,35.85972975767055,62.70507946233273,1
375.81870758552566,32.20359701993372,72.59094395439068,0
742.8330365595565,35.913430833898786,77.80558207601057,0
759.2503504041741,18.693040784088506,57.67291799289777,0
908.9282530197672,33.30336481753618,59.40123963537014,0
387.615903244785,36.03927162474896,71.0709562785905,1
699.5465557079211,22.898821133262054,50.65934107454483,0
389.3881135604037,31.077056620867623,61.55156950823188,1
613.196063780107,29.597297992150704,73.79280657130866,1
502.80741219418843,23.339091227500425,45.78763254435426,1
684.6488185691139,24.74632993416845,42.72301813516059,0
860.7786981860412,24.427503870777144,75.3633636733467,0
901.1089637125068,25.47991547496576,52.85965281941341,0
426.4665555338003,30.77305776269936,38.125729962449654,1
869.7975156786259,26.810852924575205,61.83175743993958,0
698.1774430767734,27.447526268962527,53.9975330747315,0
622.5103543731678,21.533328319996762,46.75293419886215,1
976.2496101000298,22.125321896032233,47.872861440004826,1
298.6795560106951,25.108250893522108,68.02902702144624,1
382.30652808333,30.423888561330315,77.9623623504339,1
351.5567175755199,36.078134189450815,66.09533149868487,1
727.1975924572652,30.501910996063813,42.72410691409718,0
732.559510251079,18.141627095019178,67.94520802752248,0
538.4129463009864,27.623278342478585,65.26998975630468,1
655.091513944261,29.395884353293777,75.34487540605011,1
554.2302935906704,26.590239677371425,61.47437848261865,1
683.058850214953,19.530300822248392,69.20049563609928,0
879.2991898925121,25.882683592844852,66.76231823611823,0
679.4017954185281,26.318759623380874,61.99092083303878,1
934.4795584516565,17.908438903121045,47.06407312921157,0
913.2092341893649,20.135935015877212,48.07405180387527,0
678.2073057458111,23.052607258545585,74.63861594190466,1
765.5804515504416,26.22875314355723,65.10356532504791,0
359.70716457215815,31.68787894246989,57.025437647395435,1
783.4469343466113,29.990790561971654,47.40494151079215,0
816.518662356792,25.610659854402584,39.28890932385009,0
865.9898301658035,28.376961283424755,78.14474904516449,0
542.5600385887193,20.13655648241212,49.29353533174346,1
777.2202699167283,18.754312614944915,55.522224141108346,0
726.3164749437087,28.98659862228816,40.37802467410103,0
980.9100380390078,33.270334252174024,60.95301060616302,0
371.6700107617853,26.66917066377407,41.5939317295909,1
345.76961040818804,29.767461766008896,50.492740686736795,1
498.7266084143543,37.86203254708271,40.31779724031326,1
732.0899470439565,34.793178881094036,46.800095548091114,0
692.0073031394845,37.51949704131072,56.349101497870684,0
853.3097402851895,32.557890364347074,64.19147308049972,0
470.43799881753125,26.48714473700632,65.0457336909554,1
383.814009079125,22.954542997896713,77.73396790853347,1
805.5207223880926,29.55470027448723,76.87634468641994,0
576.6313351441394,23.63022443136982,40.33553259823959,1
369.9919944097258,23.73971050360235,81.7899650820483,1
596.9261741416155,34.14799912689471,68.28169050453593,1
525.7428480122876,35.6368460749639,65.07018286808446,1
500.9959846462484,29.797773700305896,43.95916939563699,1
650.6828732773191,30.32316441716924,44.65574474601612,1
344.3391192478374,31.189771512259632,80.1126569433985,1
867.6612957212939,35.831483712896706,56.56608164179485,0
636.7984773713687,30.847658500613996,61.510755581367846,1
771.698717456584,33.00713031923475,60.34986500245236,0
364.7287532634404,36.19489225114036,46.20479249028781,1
487.81306692142556,24.74489894309782,67.16291873228445,1
557.9016201720198,34.31986914585106,63.44884526469287,1
660.8835150123482,24.260404849886363,73.6510567939167,1
928.1673649959163,26.996904998877877,53.07082627371432,0
488.53090118169496,30.6718591923152,42.11065736560953,1
367.48035538761286,34.00145643275277,47.16760919791177,1
666.8161963000382,21.298991312537332,58.91020029858431,1
980.638797616922,28.92828069395843,79.31682473458781,0
604.4125282016659,37.025964618372946,70.00795059995008,1
735.5307460533071,36.91241898722061,76.78167576132273,0
547.0073939063681,37.59166946352825,43.16529079840931,1
793.1129895779751,26.740968371639436,42.35694141643716,0
820.2346210622125,31.22100848449192,79.64920104104154,1
546.6053383115701,21.075328273509182,50.33267994280198,1
908.2137593986914,27.553938954213095,52.33596628060974,0
697.467330858542,32.668604893288474,68.93741751755601,0
928.3380528762631,19.465917425835926,72.64655429701897,0
624.7935898320384,28.731715054325953,54.919460867592164,1
774.6656102476696,19.714286634519247,70.90995828788621,0
620.8966635089937,32.020361955061176,76.58886327313716,1
504.9187387220584,33.01006681850575,44.536296176497814,1
366.2464797290289,18.183120575547676,41.88209217739774,1
429.3701526859096,36.64177948972143,45.89236441821479,1
782.6364973221257,39.38197430896644,43.46182841337811,0
422.32859841426557,20.826017530794417,54.7132391046602,1
410.15312392438375,30.847013016560982,59.05228825339137,1
483.4174134962948,27.49550371893206,76.58030083647684,1
434.3218189780014,18.72695359516977,72.0128857020863,1
417.14016947861074,28.404768286964867,53.312917154589975,1
389.88085786752464,34.22166884281322,78.39456015905746,1
470.93568264106597,25.314142395904106,66.44572261872977,1
926.789402828936,37.82729474685096,64.82933705324906,0
505.29858608912764,26.95398692727162,72.14969986118025,1
900.6273906249306,35.15156336988319,49.05631042516929,0
720.6679050014969,22.46339698895682,72.71506724750883,0
733.1615452053393,28.02877037104705,70.02128693125962,0
787.8229355782456,19.964297227241946,62.6197858310139,0
568.3956395424434,30.14246938355714,61.325899170167105,1
709.1748585837374,37.676333609311826,71.11781714698022,0
524.2632530432463,24.603790767353384,68.3619924447601,1
937.4177591281231,25.43162449605846,60.428292525374644,0
850.9413370232861,23.677255028626323,78.35577363587579,0
595.7885855104396,39.080746724869364,69.67529230043338,1
694.8818198638274,38.00787654774691,49.703767347320614,1
682.1566166022462,21.24864179799815,58.10224592194466,0
634.8708272053445,29.645916674412785,72.30165622191282,1
721.8664178010572,35.966111937648215,57.80581928514248,0
548.2153108840118,28.218205004466252,59.509853666492226,1
969.6576805452015,21.15121486390661,52.54523355647906,0
329.0472106852182,38.2414967970032,44.00625816903866,1
530.2650373144126,21.21788492604594,60.54884921832532,1
938.5651761329107,25.96114454838277,44.25370891943488,0
477.743061345426,32.19196425226918,47.32995089227954,1
478.54322717744975,29.06927950063221,36.625893946656895,1
638.9007314988993,21.6922901600837,58.293269599047534,1
485.25917149949805,37.03301469618559,65.3850361144744,1
894.7861894152645,34.566638383850695,69.23141377149098,0
404.36346275145087,28.657970176018548,69.59168049293058,1
727.1117392387291,34.29945138745165,59.18448450634761,1
719.9314248339815,24.79559836144874,66.47180794698765,0
876.7427758292475,38.01287525827249,38.36345592043904,0
1001.887201713577,20.585283310123867,56.58026813592393,0
481.1970834874631,23.926717896436454,42.69452556745895,1
646.4440113040049,32.130111845537066,60.3131371980757,1
752.1456391524293,31.651851933025196,60.16353639012687,0
952.6966410609825,38.465990453678614,58.232085296080825,0
386.0096022299695,25.94938692923525,76.1426426599247,1
893.1455095946267,34.46112439584127,63.47927283693156,0
686.6680217186175,37.41198943908049,40.25129597121876,0
605.4566520833542,33.98451033607638,67.24860732413318,1
356.4561162530257,37.00433697759374,62.58053589591855,1
998.7161844519969,37.60363414832441,70.76411263250105,0
638.2569940148359,18.631805549658214,74.30978771636121,1
811.2678317080439,38.21752689016805,41.64879591203212,0
454.75425701760327,37.19169032772392,70.78486371012406,1
873.307747180458,32.810738562978386,69.82909596292583,0
979.8528448548717,29.12007426357215,39.7920086140746,0
640.0875821166422,21.47465535697136,77.02021405628452,1
953.3124185683786,33.07481918465989,68.34241485210188,0
940.2510434650819,23.82616622874203,50.922900574428546,0
868.3756518508443,35.514101796305184,63.57146307390112,0
820.9883865040327,26.184160572589484,70.94770415426174,0
356.84898318498665,33.359718420595875,68.88972580730285,1
326.3219887053244,23.0359559305541,70.06402744601903,1
318.2426419477949,20.863505317584096,45.68561955371976,1
509.8619484006648,31.79469039099555,55.43439686455098,1
595.3215667334147,28.27678981621793,43.171516635837875,1
585.3823305202093,32.43365997771035,81.75596544794377,1
949.2768129573018,31.66963047038017,75.50643955528004,0
797.6770474222376,24.285828421121288,42.82917434734418,0
474.8374966691316,24.861591703171854,53.70760331447337,1
393.0939107395749,20.14291008619464,44.64094128906979,1
993.4440105373889,20.63264292920907,81.02416580912113,0
959.6584350206433,21.54520050501562,58.55706070020741,0
981.056236053584,21.034173581586742,74.20907278334349,0
565.8469264867286,19.958824349658933,78.83677054625994,1
860.8944971787928,30.74605242614978,47.8411886865503,0
702.1288529665047,20.939369170867636,44.51696328741246,0
779.0597750231175,24.34225568544239,74.61765576863417,0
521.7660962153809,32.519912828388115,52.350857264938995,1
532.282161835952,21.298439705329958,37.97861923599857,1
616.4307572694539,30.682800680869093,38.803793396825434,1
955.7680960311086,29.625912183835872,76.03551528969321,0
606.7482490930032,25.4925834780936,51.82551905690167,1
715.9094969058245,30.88391270920834,51.11916174759993,0
779.5259283337157,24.409063061529565,75.93600224606347,0
355.0312232033436,32.09547251128537,57.96998353855962,1
926.5146373803931,20.119276896664694,44.4463205409442,0
585.0624298235067,22.494727223373122,51.81621691859638,1
641.5831386817855,20.435432863966117,41.17560312345225,1
529.6015823449256,35.31217311229959,54.075906587152524,1
940.3015728747407,24.44168299726711,58.72411656637487,0
569.8710674465815,28.05858550441313,73.66216367490765,1
938.1016473396115,21.919236937257942,57.965328827424266,0
818.1514823409614,30.95783108417197,71.37320980180444,0
697.0908692126696,19.217857582147666,54.89399025285099,0
441.0091677221167,32.80120461069046,52.12119938030841,1
570.5015744669435,25.558534053009296,72.96052029328553,1
367.4111930540108,21.228753425802683,39.363266906602774,1
502.357951315299,33.429671097779,67.84459185136609,1
356.04664211000505,25.15837744498697,46.769398753726485,1
530.3268286709008,23.377923443117655,62.070702861601475,1
725.3489984132067,32.769155837413535,75.8632476122041,0
767.1751351185427,29.566605995441662,74.16724661977926,0
829.8063878263491,28.246166624492815,64.49939580343315,0
797.1660892400757,29.139352815285754,54.598441994080716,0
843.979021340233,25.21769854679207,44.10553749508592,0
880.3778109653334,25.941697846044452,43.43061450036412,0
558.5762887617958,21.321530695263448,70.65936108102863,1
720.4123924042864,23.817512880529645,48.49613550302193,0
463.76997779177077,21.328666612392535,69.00652829430258,1
644.5274452998553,26.120508588080625,43.92011549680504,1
687.5394083221101,23.893177297733644,56.51180170646134,1
524.9297805149905,29.30028677753004,80.5934736195917,1
859.0317650326484,36.80339693363018,51.316131376436026,0
970.65190463866,37.83306378661423,52.02152584807074,0
817.5488971291853,26.073457473558587,76.40904702753102,0
397.12279326939944,19.210082251238404,61.66052418429406,1
491.43967526837986,28.94841031748383,44.23882115500855,1
651.3034916233803,25.081776179516115,73.89205644734723,0
341.00296361153636,33.91498755753385,60.32665086904033,1
520.9677775118338,22.720174104910352,64.965027762809,1
462.85219101665245,33.92671449004455,56.870845674623695,1
716.0450117848177,38.139606163816886,62.792573917719906,0
423.0444098641704,27.031433914524204,51.29851260229036,1
962.9815689882195,33.92988963022385,40.986795781959934,0
357.23111084688094,37.67602733887929,39.834851683110145,1
535.6876336008072,17.989480635631455,68.6136392843197,1
645.7600870916631,19.148624060835303,75.28458187775827,1
788.7681178854186,20.74597903580178,41.43127223855127,0
369.7186663170058,32.86548960344627,63.319283728754165,1
716.2149932266203,20.98305335027091,81.71728053272328,0
460.1065182569882,37.25878015377193,65.01805544040789,1
553.3249517346718,37.46632109869565,68.62988419945329,1
675.2271751132628,24.900657757870782,68.64577580061142,1
558.570801730913,21.303950089490076,78.34866979765732,1
735.5283062122566,18.85141658245536,65.19521596435646,0
779.5878857213158,23.847030611768893,64.90385500931423,0
893.4187521969382,23.448514839494663,46.602120261764554,0
681.030221683536,21.79283751533483,73.33290430407769,0
325.9243887569662,37.45656958960961,43.32587210819121,1
945.7723040531453,34.77182822742914,46.64164164549046,0
837.7178360450282,32.36371502751603,57.637353091398374,0
563.0875932596323,29.960454974792064,43.91931206730341,1
953.986083200364,38.05728799005968,50.62341750245271,0
613.258339678142,37.85550113928851,39.58896651156461,1
654.7236893592218,34.82635611943658,67.61068194733339,0
307.6976479048325,27.355388932636693,63.296964870153396,1
862.8726094413632,19.960278555532764,53.89630118532883,0
796.7364302878259,34.47305153053168,75.26208632662541,0
446.9336350560838,31.516218120583247,69.65184838676132,1
412.27697285981606,26.97672991704017,69.51423601240833,1
536.4217426125275,24.18566540438913,77.5555545486609,1
585.6897980661016,38.01049390677574,79.16660256299728,1
365.01508575015527,38.46077904741185,73.88419055700155,1
670.8536524149958,28.752043605074544,51.866329581170255,0
823.8658713783998,19.697082260506374,81.5182498153516,0
712.6204598411066,23.68295217591179,57.143912445271816,0
943.8240892571242,22.546493044765427,64.42936616798525,0
410.10491573478464,30.875001103620065,78.13004907902754,1
555.6238688212208,26.78183938184904,47.93357235929704,1
940.2598509493931,23.809222598648642,51.14186981076759,0
898.8791896421224,21.59529111430912,60.32485280506665,0
619.8800398903263,33.133517152880415,78.02486403628012,1
767.4681448977867,38.57838421871224,57.95593051247206,0
612.7778318705759,20.95308239024009,49.92809743558242,1
743.2143794131532,35.71305605752921,51.48649036096336,0
713.111666189458,28.83443014032907,59.059656746016294,1
909.3786935170976,23.619107047655834,37.998367410706436,0
556.3491627545732,25.654933947064,44.49418671068979,1
660.3949433924827,25.126733928241276,53.144849730582386,1
801.7751323957926,20.061792462365116,66.13802786565267,0
623.7072401568495,34.91263518607954,40.105900052919274,1
647.5074183936902,31.619036170884982,74.52320537073348,1
445.37055608883446,33.26735780797011,58.839907161228766,1
831.0388531928369,17.414010398306694,57.13697801436695,0
310.89810799483416,34.482808995710506,67.85654585645578,1
375.10258865631977,24.915905678876097,47.45026950039293,1
956.3240075498311,35.185080417761235,41.05704906282215,0
482.35895926077967,29.00570890847368,63.1754741484621,1
292.22537796652506,31.57718961583347,71.34018892288985,1
625.1978042417957,34.75690105220854,46.40551222068166,1
802.6669223543183,20.410142055536173,38.19730397852682,0
503.5153380215508,38.03462922963839,65.37289145331191,1
419.3889253857541,25.304590551099047,71.88056257502778,1
766.1312511867828,35.42799474471469,55.94477954341679,0
654.18586656229,29.591340643780626,76.5262987123243,1
471.8119849917315,26.217470595083928,42.622061756763415,1
441.65680491511876,35.518525043225296,47.190033082114546,1
905.6677074935964,26.34784642604922,66.9624657204492,0
406.24200521942373,34.16809309947098,70.76420502574973,1
514.5321464221628,17.47342534885036,45.170424278097336,1
470.8181750531152,21.188152715540525,44.661441741726456,1
838.8717867133024,25.97875372636498,62.81044198029699,0
477.06061136844016,27.520208110767783,37.78863134885695,1
703.005556595029,36.657014326206934,79.16911489325588,0
593.7343257532256,29.916843718012274,37.923573053064466,1
831.2147799597483,19.870627890049672,71.78714944709813,0
828.6715348149128,27.381469398676085,40.57483267850055,0
876.7910159779373,23.94728506411371,77.68304467654292,1
432.5199720287664,22.100455575059947,53.67568087655731,1
861.6684284215041,25.04088330597236,68.47374219325062,1
469.68988405519696,25.770541178974373,72.05220933754129,1
757.1151099007225,27.407845887185456,44.536434347006555,0
577.7101393088396,33.33182699110724,45.72665442010166,1
987.3306514370292,38.05706523584745,80.2342657916622,0
466.4851730579643,24.502813657587147,72.87656147481118,1
605.9008699741466,38.5115446507788,40.60958498313387,1
649.3376975160227,38.25489337848506,70.95206765388778,1
831.8359343911694,28.635742954290233,37.93042641782101,0
966.5937437011347,30.3132064933945,78.64006587935066,0
983.6078324305141,30.006436406633487,76.23567130802968,0
714.5197702122035,34.71126961203412,43.43480903705239,0
714.3056173812121,24.02248383666756,47.2366687502581,0
636.2845075577746,28.634558316560174,68.31669558423118,1
471.4273746707954,27.118953158858332,76.23201608815327,1
512.5703765412253,21.973895051100264,46.376209271355044,1
508.5024306946822,30.299545712539157,80.51887760461777,1
985.5630508862616,22.712115608892365,37.10678043499341,0
765.7025178658673,29.675247472614902,77.25450266627652,0
578.4294431846156,25.610575564447192,63.101031880172386,1
397.8109714249636,35.83449312138876,56.02729971674287,1
976.1169795557604,19.28858183903836,70.51540461647143,0
809.9367868883323,19.63835709064125,42.76448474797257,0
400.4572777001422,20.81865590597124,78.77829983000403,1
652.0963767175529,23.80858150300026,44.90000061119323,1
735.4108689758413,31.352040023364335,42.76834240531529,0
771.4754372067739,29.78691572694843,70.5267937758736,0
342.2649069610789,27.499047690118886,79.09775412749849,1
938.5972340018047,23.816595306893806,73.31570265226695,0
928.9618037195595,30.130141401525925,43.26280091894994,0
982.9653372169986,37.73867783683749,71.61645938747156,0
521.8402039767749,21.59938305617249,55.941596748248514,1
958.6713422391792,24.70107240526832,40.093243772370165,0
336.4633365558108,27.84395970812653,39.686253318777204,1
659.843854030095,22.061993675377888,53.227414251127556,1
935.2274478796263,26.155365490028483,39.381551516422796,0
462.30074656376206,27.704515227884016,70.95976263473192,1
630.4137718382384,28.291194330215216,55.11735513087574,1
816.9064926060892,27.43675188956803,46.33005800834671,0
620.5046994055745,20.15572662715798,53.696942157414504,1
456.6254513121714,25.67167240527212,40.45733637789724,1
311.41058156365307,34.48705278031149,45.79082414733611,0
458.3236282313544,36.87283711738606,61.31905140380405,1
615.867371916629,22.999721045822685,49.16445234914992,1
853.9546968417857,26.576995390785225,58.29834325512047,0
825.3125520892934,22.564247396666108,66.06830809816054,0
921.3098963057836,33.57283537489184,74.0000041972606,0
391.1395865374157,26.404122938230294,59.19945468575484,0
604.01423188471,30.414599964064305,55.472322879379334,1
541.2259962773531,25.39560123337814,43.5213529166843,1
908.4882237370036,35.438243402994964,67.14174809540737,0
876.1500530370158,29.040127426880787,78.48458889443813,0
693.0137071549868,40.00918882286056,40.87305265914877,0
789.6451938114955,33.08340882783387,66.82204647522538,0
417.83701789911976,30.37719127491577,71.4440803132558,1
696.8304581028026,20.662048356262414,45.76493602318174,1
883.4013797354871,33.153455253463555,63.89619312160548,0
553.673248335582,33.30494714755291,47.389206266391646,1
402.2464983341506,30.265841929805365,44.60238090429581,1
776.1189627351756,36.27298211960779,64.04626844539904,0
737.2226344334753,26.083665491680893,44.67693899911742,0
801.7451841618511,20.018183757847822,77.94256351394907,0
625.839226891714,37.14764517054574,59.5269210313775,1
701.53279925381,20.84821786506109,79.7998975454767,0
818.8835001403546,23.61564737712019,45.2330032988382,0
914.092477999513,37.731646643447526,51.5180539722193,0
396.9542417462325,23.569648635327276,63.166848179312794,1
333.35831191645343,22.63841633028296,41.13636100120587,1
839.4044818987551,18.520018842633014,42.08649210243961,0
964.55873176279,27.954895407367705,63.447666637804446,0
455.05111384179685,27.596581903854464,73.39097462073047,1
418.5235689933293,24.861201905099527,76.54634801040851,1
522.4153473722843,28.206085965490924,68.74039270680494,1
819.7972603944776,20.973024881659196,44.430623573769836,0
719.6926675939904,33.872616135810745,42.86514604965104,0
878.4200308738135,22.17871627766102,74.0339343414323,0
411.70891549645677,18.688764522743732,82.97825883977148,1
343.2866661976673,34.876282805664445,64.66406463729285,1
495.19710548453617,24.54627955776896,70.59221120751774,1
917.5756941828619,28.099254205776404,78.21915199630749,0
782.2083732248097,20.87610613590981,42.447843234306035,0
545.5215176201718,24.73253922247661,57.87511412695616,1
448.4999990753625,22.74180525023689,38.613733557773074,1
779.394620948306,27.3514645007641,56.26457592936586,0
709.6011408439722,29.21099014417527,55.7496868825697,1
667.0747981315194,25.034530131062844,47.58175685301906,1
791.3985001818551,32.71699860668171,54.86481697667708,0
875.1271764855843,36.77159508404746,61.4591999160298,0
901.829192559071,19.44772813493814,43.82939168314211,0
587.3308774621586,18.012950390891337,77.99828432396282,1
845.9749540370691,27.530019908026762,53.184576450560975,0
760.1213333906405,27.76740019019066,51.13192674139495,0
621.9794120139494,25.936431671738855,62.83672712735269,1
447.15978284610287,38.77296447172486,51.71268070373809,1
334.35010115176993,25.820745253112197,50.888663102235164,1
359.0452325290492,27.003916940533237,70.15839947853175,1
463.38806767315725,26.921914684599177,61.835236229090214,1
636.2778319552928,18.846363262641166,40.03114172150664,1
649.9283625705299,25.238530563041667,65.15255907800584,1
589.4768620002466,31.512528964273486,61.602722322571715,1
705.9801511414081,25.96201523669559,53.297006830299665,0
617.745880140842,24.801104349111775,40.29454820314468,1
692.0288920477241,18.209859837648825,71.42183318246744,0
363.12381605093697,29.682164144833305,76.67885239635606,1
651.038916169779,32.3022631354245,38.24788851399984,1
587.3875688177416,19.90869719567922,74.19285264615662,1
967.4008913339228,29.80875812883194,59.01729822024515,0
626.3790516724443,36.722010141421165,57.71213794946581,1
617.7733421708379,29.68228274797666,77.35677510269703,1
455.7514866037029,38.786733602519135,64.21931938245795,1
508.4353215253003,35.5109476887857,80.56270653040755,1
503.6741087897989,23.239784110311927,48.342463529194625,0
571.5205522009387,24.13991587264104,65.1538708510808,1
455.6263946867619,30.90996194874931,55.12440798752764,1
683.0588604039884,33.436039882687254,70.24945028419914,0
829.480824217105,24.120530641065567,77.15308083042999,0
552.563464935424,23.68487583034594,63.77564209675672,1
478.53263410181074,19.893610300510236,59.13369745463018,1
403.6520277699979,30.672941544261604,77.16412061840364,1
554.0340236571667,23.16184027818579,79.85941571844941,1
944.6908161356685,32.38933525335149,64.97986978757454,0
941.035788824471,35.61849443987286,61.04740581753231,0
587.6691030932363,28.215485367203872,39.51165458227896,1
274.6541534533843,29.504282311782895,46.444128414216934,1
329.51297884619163,29.742712754347004,60.56967189256548,1
441.3467322219726,19.432894261325853,71.2759371805625,1
734.8401347769809,20.96915389209891,59.55099835163827,0
805.1683986212128,19.551853213115603,77.10452996728412,0
948.9382245299514,35.92800774336204,38.82266024096325,0
697.9692128169315,26.103711091297267,50.4288728867107,0
549.6101866069724,28.06581965741683,38.34365105531559,1
644.0854026859424,27.485864979102647,78.3143652952707,1
486.55663400787563,29.141444000148933,46.026524881933234,1
387.9815428174266,24.101851411639178,48.227358133002234,1
518.3266509628361,27.456744135390576,68.39758249203972,1
455.8409916798294,21.164617403018372,63.16699201759656,1
334.6308484637482,26.954965933004974,39.54362908875104,1
666.1155128662186,24.657185222929034,58.180213392997835,1
576.680742912391,24.188541894864258,70.74767765670215,1
576.687784778789,24.36221048872757,42.22815240457938,1
965.22257460627,36.495360237747356,77.79134676960805,0
514.2974296760676,27.497001789511614,59.48231883183664,1
436.5937824626838,19.299875315411114,75.0183875280226,1
735.1752745023189,21.499785250404138,46.4089961106183,0
515.6688432473984,32.93386488528946,59.04118042891611,1
644.8977765001462,36.47198413931461,66.39280533813039,1
859.8834465562538,22.620051452073337,60.198670048995744,0
919.047674900103,23.08737791420884,47.8582463507241,0
777.6489671674937,33.448564894554664,61.64982557463636,1
785.4588300842112,22.862823973138067,64.68208853276515,0
662.0120814588063,23.368226844757594,75.02011288887257,1
825.6529012923329,32.08146534022628,56.06463295072016,0
903.4529608852147,24.18066392003794,64.579843214964,0
629.8068207275462,28.294960080304335,74.30466483673668,1
729.655528313518,32.607812016155364,70.36960855108856,0
881.5764035781455,38.822399724695124,41.96011044139814,1
731.9661286473764,37.78521185608966,62.31305680900059,0
665.8265633644462,33.14809832933008,52.72254139883411,1
742.4418967895049,31.699393495930355,57.20653726366548,0
710.4285059055202,28.281144435409903,75.93300429507993,0
484.08208547253776,21.14456588464706,43.871836391360176,1
334.6023170239318,22.711176555860163,47.31227026454076,1
499.744028649185,27.81022182924106,49.32839318382769,1
459.16166270537843,18.645059951946457,66.27964671825795,1
935.6865289253044,35.849133487803726,49.05326607367266,0
670.6909533543198,32.24376032686483,65.89852163913068,1
619.7687558131504,36.40189794381619,59.27003259776386,1
818.6663462578693,30.6785783644665,70.01382911996906,0
564.4096078534404,22.068617949392756,76.60270604171129,1
793.8558859685473,28.189703700251442,66.96913874825646,0
993.4431678089645,25.599459371407498,44.93075559667801,0
363.69607119786195,36.71043668509494,69.08290894241185,1
773.2457409602374,20.1111380079979,58.71023917254294,0
670.6325443444053,18.631069312487497,59.53690501636591,1
792.5359405636744,24.924382500817757,67.6194639346977,0
895.5441842260052,20.29592414659743,77.21669588337843,0
478.0800066026832,20.9432255952648,52.0339765369389,1
860.0342095434295,36.949620174703355,47.58342809839221,0
672.5448033628373,28.421989778726438,45.1107389311,1
